customer_id,order_month,cohort_month
3187,2020-12-01,2020-03-01
6367,2020-10-01,2020-10-01
2382,2022-08-01,2022-08-01
7447,2020-06-01,2020-01-01
4677,2024-03-01,2024-03-01
4747,2023-06-01,2023-01-01
4248,2021-09-01,2020-07-01
1815,2023-12-01,2021-10-01
5262,2023-07-01,2023-07-01
3787,2020-04-01,2020-04-01
1231,2021-01-01,2021-01-01
8433,2021-04-01,2020-05-01
2941,2023-10-01,2020-01-01
4121,2023-06-01,2023-06-01
5717,2020-05-01,2020-05-01
3133,2025-04-01,2020-10-01
4531,2024-03-01,2024-03-01
4102,2023-11-01,2023-09-01
3391,2021-04-01,2021-04-01
4858,2023-12-01,2023-12-01
7056,2021-02-01,2021-02-01
8506,2025-01-01,2024-05-01
3182,2022-08-01,2021-01-01
7513,2022-12-01,2022-03-01
7283,2024-12-01,2020-06-01
5198,2022-05-01,2020-07-01
1962,2021-09-01,2021-09-01
8715,2024-03-01,2020-06-01
1745,2022-11-01,2020-02-01
7241,2021-07-01,2021-02-01
7076,2024-07-01,2021-08-01
1673,2021-12-01,2021-12-01
3783,2022-11-01,2022-11-01
8669,2022-09-01,2022-09-01
9690,2023-11-01,2020-11-01
2914,2020-09-01,2020-03-01
9179,2020-11-01,2020-11-01
6907,2024-06-01,2021-12-01
5312,2022-12-01,2022-12-01
9470,2023-05-01,2020-02-01
6169,2022-05-01,2021-05-01
3478,2024-12-01,2022-05-01
8208,2021-01-01,2020-09-01
1894,2022-04-01,2020-11-01
8704,2024-01-01,2023-10-01
8653,2022-07-01,2022-07-01
1668,2020-08-01,2020-08-01
8949,2022-05-01,2022-05-01
3425,2024-08-01,2024-08-01
4337,2021-03-01,2021-03-01
3757,2020-07-01,2020-02-01
4479,2020-03-01,2020-03-01
9618,2020-07-01,2020-07-01
7822,2020-07-01,2020-07-01
9161,2020-04-01,2020-04-01
1425,2022-02-01,2021-01-01
2998,2023-04-01,2023-04-01
2737,2024-07-01,2021-07-01
1473,2023-03-01,2023-03-01
8861,2021-04-01,2021-04-01
1095,2022-04-01,2021-10-01
8423,2021-12-01,2021-12-01
3118,2022-09-01,2022-02-01
5635,2021-02-01,2021-02-01
2158,2022-05-01,2022-01-01
7248,2025-03-01,2023-08-01
3916,2025-02-01,2022-04-01
2461,2021-08-01,2021-02-01
3669,2020-07-01,2020-07-01
5668,2021-06-01,2020-08-01
3525,2022-01-01,2021-04-01
8083,2020-07-01,2020-07-01
3151,2024-06-01,2022-07-01
7020,2021-02-01,2020-07-01
8298,2023-01-01,2022-07-01
5398,2023-05-01,2021-08-01
2478,2024-06-01,2024-06-01
4053,2023-08-01,2023-01-01
2522,2023-02-01,2021-06-01
8594,2022-06-01,2021-07-01
3540,2022-11-01,2021-08-01
9596,2022-08-01,2022-08-01
8165,2023-08-01,2023-01-01
5921,2023-01-01,2020-07-01
5921,2020-07-01,2020-07-01
8007,2023-05-01,2022-02-01
2253,2025-04-01,2020-06-01
2763,2022-03-01,2021-06-01
2548,2020-06-01,2020-06-01
5151,2024-11-01,2020-11-01
2339,2020-06-01,2020-06-01
2866,2024-09-01,2020-03-01
3941,2024-09-01,2020-07-01
1741,2025-01-01,2021-09-01
5876,2020-05-01,2020-05-01
8454,2023-10-01,2020-04-01
5342,2023-06-01,2021-06-01
4458,2022-10-01,2022-10-01
5248,2023-04-01,2023-04-01
8107,2020-03-01,2020-03-01
7470,2023-12-01,2023-12-01
8817,2023-09-01,2023-09-01
8974,2025-03-01,2025-03-01
6910,2021-11-01,2021-11-01
7471,2022-09-01,2022-09-01
3049,2023-11-01,2022-02-01
2833,2023-06-01,2020-12-01
4083,2021-04-01,2021-04-01
8882,2025-02-01,2025-02-01
4961,2020-12-01,2020-12-01
9824,2023-10-01,2020-03-01
8592,2023-07-01,2023-07-01
1357,2020-10-01,2020-02-01
8295,2022-02-01,2021-03-01
1321,2024-09-01,2024-09-01
4975,2025-01-01,2021-12-01
7418,2021-08-01,2021-08-01
2682,2022-05-01,2021-03-01
8074,2020-09-01,2020-09-01
5764,2021-06-01,2021-06-01
8964,2021-02-01,2020-12-01
8993,2023-09-01,2022-10-01
9655,2020-08-01,2020-07-01
6174,2020-07-01,2020-07-01
7834,2021-08-01,2021-08-01
9106,2023-04-01,2022-11-01
6681,2020-07-01,2020-07-01
1340,2021-05-01,2020-01-01
4149,2020-04-01,2020-04-01
4802,2024-06-01,2020-05-01
6556,2021-05-01,2021-05-01
8675,2021-09-01,2021-09-01
7395,2021-11-01,2020-12-01
6902,2022-07-01,2020-07-01
4394,2021-05-01,2020-01-01
2412,2023-05-01,2022-01-01
3839,2021-08-01,2021-02-01
9063,2022-07-01,2020-05-01
9089,2023-01-01,2023-01-01
1770,2023-04-01,2020-07-01
5273,2024-03-01,2024-03-01
3862,2025-02-01,2021-12-01
1523,2024-06-01,2024-06-01
8055,2024-05-01,2022-08-01
2977,2023-04-01,2023-04-01
5224,2025-03-01,2021-12-01
1764,2025-02-01,2023-11-01
5382,2022-08-01,2022-05-01
9444,2021-10-01,2020-12-01
1826,2020-02-01,2020-02-01
8489,2023-01-01,2020-09-01
2734,2022-03-01,2020-01-01
2669,2020-02-01,2020-02-01
9311,2023-01-01,2023-01-01
2934,2022-01-01,2022-01-01
3572,2021-11-01,2020-06-01
8233,2022-05-01,2022-05-01
2626,2024-07-01,2024-04-01
6482,2020-06-01,2020-06-01
4307,2020-02-01,2020-02-01
1107,2025-04-01,2022-04-01
6592,2020-06-01,2020-06-01
2396,2022-06-01,2022-06-01
7799,2022-07-01,2022-05-01
5021,2024-10-01,2024-10-01
7909,2021-08-01,2021-08-01
8025,2020-08-01,2020-08-01
8516,2022-02-01,2021-09-01
6927,2021-08-01,2020-02-01
3385,2023-12-01,2022-05-01
9476,2020-11-01,2020-09-01
6542,2020-04-01,2020-04-01
8111,2020-10-01,2020-05-01
3473,2021-11-01,2021-11-01
9516,2021-09-01,2020-06-01
7586,2022-06-01,2021-04-01
5986,2020-01-01,2020-01-01
6638,2024-03-01,2022-08-01
9647,2020-02-01,2020-02-01
7618,2022-08-01,2022-08-01
9919,2022-01-01,2022-01-01
8244,2021-01-01,2021-01-01
7627,2021-11-01,2021-11-01
2380,2022-08-01,2022-08-01
7389,2025-04-01,2021-03-01
3064,2024-04-01,2024-04-01
5651,2023-12-01,2022-08-01
6115,2023-08-01,2023-08-01
3621,2022-01-01,2020-12-01
5238,2021-10-01,2021-10-01
7926,2024-09-01,2024-09-01
1982,2025-03-01,2024-07-01
9314,2021-01-01,2021-01-01
3043,2022-05-01,2022-05-01
1085,2021-07-01,2021-07-01
9737,2025-04-01,2022-11-01
6739,2024-02-01,2021-09-01
3293,2024-02-01,2024-02-01
5057,2022-06-01,2022-06-01
4154,2020-02-01,2020-02-01
8443,2021-07-01,2021-07-01
7974,2022-11-01,2022-11-01
2511,2022-11-01,2021-08-01
8802,2020-08-01,2020-08-01
7050,2020-03-01,2020-03-01
9502,2023-08-01,2023-02-01
9172,2021-02-01,2020-03-01
9020,2025-01-01,2021-11-01
3668,2024-06-01,2024-06-01
8942,2022-10-01,2022-10-01
9408,2021-10-01,2020-12-01
4483,2020-09-01,2020-09-01
3569,2022-03-01,2022-03-01
2945,2020-12-01,2020-12-01
2807,2024-06-01,2022-01-01
5744,2020-05-01,2020-05-01
2929,2020-03-01,2020-03-01
5968,2024-02-01,2024-02-01
3340,2024-08-01,2021-12-01
7910,2021-04-01,2021-04-01
5644,2025-04-01,2020-02-01
9008,2020-11-01,2020-11-01
6712,2021-06-01,2021-06-01
7841,2024-11-01,2020-04-01
8411,2021-07-01,2021-07-01
8786,2020-09-01,2020-09-01
3175,2021-10-01,2021-10-01
8551,2024-11-01,2020-06-01
8357,2024-03-01,2021-02-01
6328,2023-05-01,2021-02-01
7711,2024-01-01,2024-01-01
6554,2023-10-01,2021-02-01
8259,2023-04-01,2022-08-01
2450,2022-01-01,2022-01-01
1406,2020-02-01,2020-02-01
6060,2022-05-01,2022-05-01
2395,2023-05-01,2023-05-01
9877,2021-08-01,2021-08-01
9548,2024-09-01,2021-09-01
9235,2023-04-01,2021-10-01
9713,2021-08-01,2020-06-01
5504,2024-01-01,2024-01-01
8278,2020-06-01,2020-06-01
6249,2023-01-01,2023-01-01
9052,2020-01-01,2020-01-01
6569,2020-06-01,2020-06-01
1394,2020-12-01,2020-12-01
7258,2023-03-01,2020-09-01
2627,2023-01-01,2023-01-01
3359,2022-06-01,2022-05-01
3526,2020-10-01,2020-10-01
3772,2023-04-01,2022-10-01
3973,2020-01-01,2020-01-01
5882,2022-01-01,2022-01-01
3334,2024-12-01,2024-12-01
5225,2023-07-01,2020-07-01
1849,2020-02-01,2020-02-01
4874,2023-08-01,2022-04-01
7308,2023-05-01,2021-07-01
1993,2022-03-01,2022-03-01
7669,2023-08-01,2023-01-01
7676,2021-12-01,2021-12-01
5409,2023-02-01,2021-05-01
2663,2025-03-01,2023-02-01
3057,2021-12-01,2021-12-01
8306,2021-02-01,2021-02-01
9199,2020-10-01,2020-10-01
7116,2024-03-01,2022-03-01
5016,2023-11-01,2021-07-01
8401,2020-12-01,2020-08-01
5739,2024-01-01,2020-11-01
1008,2024-07-01,2020-04-01
5477,2023-08-01,2023-03-01
7228,2025-03-01,2020-08-01
4485,2022-11-01,2022-03-01
5609,2022-04-01,2022-04-01
9750,2020-05-01,2020-05-01
2469,2024-01-01,2022-06-01
3288,2020-11-01,2020-11-01
8077,2021-07-01,2021-02-01
6215,2024-02-01,2020-04-01
5282,2023-09-01,2023-09-01
8417,2023-10-01,2023-10-01
6269,2020-09-01,2020-09-01
6381,2020-02-01,2020-02-01
3190,2022-06-01,2020-04-01
8807,2020-02-01,2020-02-01
3843,2022-08-01,2020-01-01
9011,2024-06-01,2020-02-01
2329,2024-12-01,2020-09-01
2270,2024-06-01,2024-06-01
8293,2020-04-01,2020-04-01
7166,2020-01-01,2020-01-01
7336,2021-03-01,2020-03-01
1138,2020-07-01,2020-07-01
4161,2022-07-01,2020-07-01
1324,2022-11-01,2020-12-01
6862,2021-07-01,2021-06-01
5967,2023-02-01,2021-01-01
4838,2020-02-01,2020-02-01
1602,2022-03-01,2021-04-01
4425,2020-06-01,2020-06-01
7489,2023-08-01,2022-08-01
9197,2024-07-01,2024-07-01
4174,2021-06-01,2021-03-01
3875,2020-10-01,2020-10-01
2065,2022-10-01,2021-03-01
4734,2020-12-01,2020-12-01
5494,2021-07-01,2020-07-01
1378,2023-01-01,2021-06-01
9731,2023-06-01,2023-06-01
8437,2023-10-01,2023-05-01
1849,2022-02-01,2020-02-01
8086,2023-05-01,2022-10-01
5489,2021-01-01,2021-01-01
8644,2022-11-01,2021-04-01
1712,2022-05-01,2022-05-01
1769,2022-09-01,2022-09-01
9723,2021-08-01,2021-08-01
7420,2025-01-01,2022-06-01
1415,2024-01-01,2024-01-01
7943,2025-04-01,2025-04-01
4225,2020-12-01,2020-12-01
2029,2020-12-01,2020-12-01
1456,2022-07-01,2020-09-01
6477,2022-03-01,2020-11-01
2766,2025-04-01,2021-05-01
1891,2023-11-01,2020-02-01
4878,2024-05-01,2020-09-01
8184,2021-07-01,2021-07-01
8314,2025-03-01,2025-01-01
1994,2023-05-01,2021-03-01
6132,2021-04-01,2021-04-01
2065,2021-03-01,2021-03-01
8240,2021-09-01,2021-03-01
8075,2023-02-01,2022-05-01
1914,2020-01-01,2020-01-01
7249,2021-04-01,2021-04-01
7735,2022-07-01,2021-04-01
1173,2022-02-01,2022-02-01
8014,2021-01-01,2021-01-01
2659,2024-08-01,2022-07-01
1425,2021-06-01,2021-01-01
4153,2023-03-01,2020-02-01
2106,2025-03-01,2021-07-01
3064,2024-04-01,2024-04-01
6822,2020-06-01,2020-06-01
8284,2023-05-01,2020-07-01
1722,2022-05-01,2022-05-01
8140,2024-08-01,2023-11-01
6861,2023-07-01,2022-03-01
3385,2022-05-01,2022-05-01
6618,2022-10-01,2021-06-01
9481,2021-05-01,2021-05-01
3369,2021-06-01,2021-04-01
1894,2023-09-01,2020-11-01
4282,2023-06-01,2022-12-01
2120,2024-02-01,2024-02-01
8794,2024-04-01,2022-01-01
6425,2025-02-01,2023-02-01
6499,2023-04-01,2020-03-01
6384,2024-07-01,2020-11-01
1691,2020-09-01,2020-09-01
4654,2024-04-01,2024-04-01
4492,2024-06-01,2024-06-01
6431,2020-05-01,2020-05-01
4363,2021-06-01,2020-04-01
6944,2020-12-01,2020-12-01
1491,2023-05-01,2021-11-01
5760,2024-08-01,2020-08-01
6896,2024-02-01,2021-03-01
4262,2020-05-01,2020-05-01
4587,2024-03-01,2020-05-01
3855,2025-04-01,2021-02-01
5029,2021-04-01,2021-04-01
3884,2024-09-01,2021-08-01
1343,2021-11-01,2021-01-01
7208,2023-08-01,2020-07-01
6544,2022-10-01,2022-10-01
8474,2022-05-01,2021-10-01
3807,2020-04-01,2020-04-01
8106,2024-11-01,2024-09-01
2941,2020-01-01,2020-01-01
4107,2023-04-01,2021-10-01
7131,2022-03-01,2020-08-01
5006,2020-07-01,2020-07-01
4098,2021-07-01,2021-07-01
3434,2022-01-01,2022-01-01
5588,2020-03-01,2020-03-01
9011,2021-06-01,2020-02-01
8711,2023-12-01,2022-02-01
2062,2023-12-01,2023-12-01
9342,2020-11-01,2020-05-01
8606,2020-01-01,2020-01-01
7125,2022-07-01,2021-02-01
9106,2022-11-01,2022-11-01
7569,2022-09-01,2022-09-01
1599,2022-10-01,2022-10-01
8406,2022-03-01,2020-09-01
4581,2021-10-01,2021-06-01
3575,2023-12-01,2023-12-01
5170,2020-04-01,2020-04-01
2376,2024-05-01,2021-02-01
6760,2022-11-01,2022-02-01
8622,2020-04-01,2020-01-01
7981,2021-05-01,2021-05-01
7700,2022-10-01,2022-10-01
6194,2022-05-01,2020-10-01
3942,2025-03-01,2025-03-01
2243,2021-08-01,2021-08-01
5825,2021-07-01,2021-07-01
9956,2021-03-01,2021-03-01
4731,2021-12-01,2021-12-01
6902,2020-07-01,2020-07-01
6468,2022-12-01,2021-02-01
5096,2020-07-01,2020-07-01
5496,2022-11-01,2022-11-01
3258,2023-09-01,2021-02-01
9898,2025-04-01,2021-01-01
5906,2023-12-01,2022-05-01
7616,2022-06-01,2022-06-01
1194,2020-05-01,2020-01-01
3445,2020-11-01,2020-03-01
4717,2021-11-01,2021-11-01
8773,2023-06-01,2021-03-01
8679,2021-02-01,2021-02-01
6581,2023-05-01,2020-12-01
4077,2020-11-01,2020-11-01
7843,2025-03-01,2022-01-01
1493,2023-08-01,2023-08-01
3102,2021-10-01,2021-10-01
1158,2025-03-01,2025-03-01
6810,2022-11-01,2020-02-01
7974,2023-05-01,2022-11-01
9808,2022-07-01,2020-08-01
1380,2022-09-01,2020-09-01
3279,2021-03-01,2021-03-01
7404,2023-02-01,2020-10-01
7400,2024-07-01,2024-07-01
4085,2021-01-01,2021-01-01
8397,2024-03-01,2020-07-01
2527,2021-03-01,2020-09-01
3910,2023-07-01,2020-09-01
9005,2024-07-01,2024-05-01
2138,2022-04-01,2022-04-01
5650,2023-09-01,2021-02-01
9591,2024-01-01,2024-01-01
7039,2021-01-01,2021-01-01
6353,2024-06-01,2024-06-01
7407,2023-02-01,2022-02-01
3115,2021-12-01,2020-03-01
2126,2024-09-01,2024-09-01
3128,2021-06-01,2021-06-01
8081,2021-12-01,2021-12-01
8778,2021-07-01,2021-07-01
6084,2023-08-01,2020-09-01
8519,2022-08-01,2021-09-01
3337,2024-08-01,2024-08-01
5044,2021-02-01,2020-07-01
9043,2021-03-01,2021-01-01
1640,2023-05-01,2020-01-01
8476,2021-06-01,2021-06-01
5873,2020-04-01,2020-04-01
7800,2022-08-01,2022-08-01
8079,2021-07-01,2021-06-01
4005,2025-01-01,2020-06-01
7447,2020-10-01,2020-01-01
4927,2024-05-01,2024-05-01
5485,2020-08-01,2020-08-01
5782,2020-06-01,2020-06-01
4559,2021-12-01,2021-04-01
2986,2023-03-01,2020-07-01
2723,2024-02-01,2020-07-01
7719,2023-12-01,2023-12-01
4397,2021-08-01,2020-11-01
1437,2023-05-01,2023-05-01
8567,2020-05-01,2020-05-01
7542,2022-12-01,2022-06-01
1618,2023-11-01,2023-11-01
3236,2023-07-01,2023-07-01
8606,2020-04-01,2020-01-01
2352,2023-11-01,2021-08-01
8171,2023-01-01,2021-09-01
3643,2020-06-01,2020-06-01
2646,2023-06-01,2022-03-01
9759,2023-11-01,2023-11-01
2271,2023-07-01,2023-07-01
5476,2024-04-01,2022-02-01
3915,2024-08-01,2021-05-01
9721,2024-12-01,2022-04-01
1782,2022-04-01,2020-05-01
2684,2024-03-01,2021-10-01
8274,2022-01-01,2020-08-01
1797,2025-01-01,2021-06-01
5091,2022-03-01,2022-03-01
4276,2023-06-01,2023-06-01
1457,2024-01-01,2020-11-01
4148,2023-03-01,2023-03-01
4613,2020-01-01,2020-01-01
3750,2024-03-01,2024-03-01
7810,2024-10-01,2020-01-01
6286,2022-12-01,2021-06-01
4393,2020-04-01,2020-04-01
8010,2024-04-01,2024-04-01
2734,2021-05-01,2020-01-01
1245,2024-06-01,2024-06-01
1196,2023-10-01,2020-08-01
4606,2022-12-01,2022-12-01
7045,2022-06-01,2022-06-01
7735,2025-01-01,2021-04-01
9185,2022-09-01,2021-05-01
9784,2023-05-01,2023-05-01
3809,2020-02-01,2020-02-01
6314,2020-02-01,2020-02-01
7366,2024-12-01,2020-09-01
3177,2022-08-01,2022-08-01
6209,2024-05-01,2022-02-01
8899,2021-01-01,2021-01-01
8354,2024-01-01,2020-04-01
4808,2021-10-01,2020-08-01
1217,2022-08-01,2020-02-01
3032,2024-10-01,2021-10-01
8020,2021-07-01,2021-07-01
2300,2024-11-01,2021-06-01
9171,2021-10-01,2020-08-01
7156,2025-03-01,2022-03-01
4900,2020-10-01,2020-10-01
8270,2020-04-01,2020-04-01
3199,2022-08-01,2022-08-01
1648,2024-12-01,2022-05-01
5726,2022-02-01,2022-02-01
6427,2021-08-01,2021-08-01
9836,2021-06-01,2021-06-01
5068,2020-05-01,2020-05-01
4644,2024-07-01,2022-02-01
9543,2022-05-01,2020-10-01
1099,2024-03-01,2021-01-01
2146,2020-06-01,2020-06-01
3318,2022-04-01,2020-12-01
2503,2024-03-01,2024-03-01
4348,2020-02-01,2020-02-01
7983,2023-04-01,2020-01-01
3689,2020-04-01,2020-04-01
7947,2022-09-01,2021-12-01
5966,2025-03-01,2025-03-01
4299,2021-02-01,2021-02-01
2310,2023-12-01,2020-08-01
7524,2020-05-01,2020-05-01
8231,2024-01-01,2020-12-01
8101,2024-10-01,2022-07-01
1324,2020-12-01,2020-12-01
2363,2023-01-01,2023-01-01
9801,2023-08-01,2021-09-01
3878,2021-09-01,2021-09-01
6011,2020-02-01,2020-02-01
8878,2022-06-01,2022-06-01
8688,2024-09-01,2023-09-01
1068,2024-09-01,2024-09-01
7131,2023-02-01,2020-08-01
7465,2020-08-01,2020-08-01
7292,2020-08-01,2020-01-01
2167,2020-12-01,2020-12-01
3039,2021-03-01,2021-03-01
3660,2024-06-01,2024-05-01
5182,2020-07-01,2020-07-01
6711,2023-06-01,2021-10-01
7032,2021-03-01,2021-03-01
7313,2024-08-01,2021-10-01
5043,2023-12-01,2022-04-01
6921,2023-04-01,2023-04-01
1462,2022-08-01,2022-08-01
3422,2021-03-01,2021-03-01
3414,2021-08-01,2020-02-01
3644,2022-08-01,2020-12-01
7297,2022-05-01,2022-05-01
2316,2020-04-01,2020-04-01
7929,2022-11-01,2021-11-01
5143,2025-03-01,2023-03-01
9735,2020-08-01,2020-08-01
6045,2021-12-01,2021-12-01
2456,2020-11-01,2020-11-01
6642,2022-08-01,2021-08-01
4432,2020-02-01,2020-02-01
6047,2022-03-01,2022-03-01
9056,2023-01-01,2023-01-01
7845,2020-01-01,2020-01-01
5724,2020-05-01,2020-05-01
3890,2020-03-01,2020-03-01
3200,2021-03-01,2021-01-01
9234,2020-03-01,2020-03-01
4482,2022-11-01,2022-07-01
3993,2021-11-01,2020-11-01
5249,2022-02-01,2020-12-01
8220,2023-12-01,2023-12-01
2789,2020-10-01,2020-10-01
2307,2021-10-01,2020-09-01
3042,2020-03-01,2020-03-01
1486,2020-11-01,2020-11-01
8949,2022-12-01,2022-05-01
1155,2022-12-01,2020-10-01
1685,2022-10-01,2022-10-01
1118,2023-04-01,2020-05-01
5355,2020-08-01,2020-08-01
6521,2023-12-01,2020-11-01
7074,2024-05-01,2024-05-01
6164,2023-04-01,2023-02-01
7528,2023-09-01,2023-09-01
6833,2021-05-01,2020-07-01
1050,2024-05-01,2023-03-01
7583,2023-07-01,2023-07-01
1420,2024-12-01,2020-04-01
5578,2022-01-01,2022-01-01
7036,2021-01-01,2021-01-01
8785,2020-10-01,2020-10-01
4079,2021-05-01,2021-05-01
6278,2021-09-01,2021-09-01
1749,2022-05-01,2020-02-01
6333,2023-01-01,2021-09-01
8938,2023-03-01,2021-01-01
2333,2020-07-01,2020-07-01
2645,2022-03-01,2022-03-01
4196,2021-06-01,2021-06-01
9267,2021-05-01,2021-05-01
2426,2021-09-01,2021-07-01
9990,2023-05-01,2023-05-01
3753,2024-01-01,2021-09-01
8899,2023-08-01,2021-01-01
4987,2021-10-01,2021-10-01
2465,2021-10-01,2021-03-01
1478,2024-02-01,2023-09-01
7283,2020-06-01,2020-06-01
5220,2022-06-01,2022-06-01
3016,2024-12-01,2022-08-01
9060,2023-04-01,2023-04-01
6452,2020-10-01,2020-10-01
2059,2023-01-01,2022-03-01
7252,2024-12-01,2021-04-01
8159,2021-02-01,2021-02-01
5244,2021-05-01,2020-11-01
2824,2021-03-01,2021-03-01
4082,2024-09-01,2024-09-01
7025,2024-11-01,2020-06-01
7229,2023-08-01,2021-03-01
6092,2020-10-01,2020-10-01
4110,2023-04-01,2022-11-01
6237,2025-01-01,2021-11-01
3069,2020-02-01,2020-02-01
4639,2020-04-01,2020-04-01
9819,2020-01-01,2020-01-01
3370,2021-09-01,2021-09-01
4586,2020-11-01,2020-11-01
3415,2024-09-01,2021-02-01
1562,2020-03-01,2020-03-01
9230,2024-07-01,2021-01-01
5480,2021-09-01,2020-03-01
8836,2021-12-01,2020-03-01
9110,2022-11-01,2022-11-01
1963,2021-10-01,2021-03-01
3501,2023-11-01,2023-11-01
4687,2021-12-01,2021-12-01
3933,2021-11-01,2021-11-01
7419,2022-07-01,2022-07-01
3608,2021-07-01,2021-07-01
7427,2021-09-01,2021-09-01
8756,2024-11-01,2020-07-01
7407,2022-09-01,2022-02-01
5637,2020-03-01,2020-03-01
9978,2024-05-01,2022-07-01
6298,2024-07-01,2020-02-01
1886,2024-05-01,2020-08-01
5981,2024-01-01,2021-09-01
3253,2024-08-01,2022-07-01
5769,2021-03-01,2021-03-01
4573,2022-09-01,2022-09-01
1149,2023-07-01,2023-07-01
2670,2020-02-01,2020-02-01
7169,2024-03-01,2020-08-01
3756,2021-03-01,2021-03-01
6825,2024-09-01,2021-05-01
1859,2024-05-01,2020-12-01
6545,2024-07-01,2024-01-01
7619,2023-02-01,2023-02-01
4946,2025-01-01,2021-10-01
3826,2022-11-01,2022-10-01
2468,2021-03-01,2020-06-01
7260,2020-11-01,2020-11-01
8292,2024-11-01,2020-07-01
2910,2020-11-01,2020-11-01
9351,2025-01-01,2024-08-01
8856,2023-01-01,2023-01-01
2549,2022-08-01,2022-08-01
7290,2021-07-01,2021-07-01
8105,2024-05-01,2023-06-01
2629,2020-09-01,2020-09-01
9806,2020-08-01,2020-08-01
1323,2024-06-01,2023-06-01
9684,2022-06-01,2020-01-01
9830,2021-03-01,2021-03-01
3033,2022-12-01,2022-12-01
2922,2021-01-01,2020-06-01
3948,2022-01-01,2022-01-01
6149,2020-06-01,2020-06-01
4378,2022-05-01,2022-05-01
5206,2020-10-01,2020-10-01
2386,2021-12-01,2020-06-01
5891,2022-04-01,2021-05-01
3811,2022-06-01,2020-10-01
1001,2023-10-01,2020-06-01
9510,2024-11-01,2024-07-01
9750,2022-10-01,2020-05-01
9035,2021-05-01,2021-05-01
6769,2024-10-01,2021-11-01
4438,2024-05-01,2022-02-01
1732,2020-11-01,2020-11-01
3321,2024-06-01,2023-08-01
3198,2022-06-01,2022-06-01
6882,2020-03-01,2020-03-01
7914,2022-09-01,2021-07-01
5270,2024-11-01,2022-05-01
7554,2024-01-01,2021-08-01
7968,2022-04-01,2022-04-01
9780,2022-01-01,2022-01-01
5413,2020-03-01,2020-02-01
4156,2021-07-01,2021-05-01
9379,2023-05-01,2022-07-01
3514,2022-04-01,2020-10-01
7208,2023-01-01,2020-07-01
5055,2021-08-01,2021-08-01
9707,2023-10-01,2020-10-01
7664,2024-01-01,2024-01-01
2457,2022-01-01,2022-01-01
5476,2025-03-01,2022-02-01
5483,2020-05-01,2020-05-01
4640,2021-11-01,2021-11-01
3023,2024-10-01,2021-09-01
6022,2022-06-01,2021-12-01
2565,2022-10-01,2022-10-01
5620,2025-04-01,2022-12-01
2623,2022-09-01,2022-09-01
6210,2021-07-01,2021-03-01
3960,2020-12-01,2020-08-01
9711,2020-08-01,2020-08-01
8812,2023-03-01,2020-06-01
1155,2020-12-01,2020-10-01
3547,2023-12-01,2023-12-01
7206,2021-08-01,2021-08-01
1866,2021-02-01,2021-02-01
7064,2022-07-01,2022-07-01
7852,2021-09-01,2021-09-01
8191,2025-02-01,2022-10-01
9228,2020-10-01,2020-10-01
9529,2020-02-01,2020-02-01
6000,2020-12-01,2020-12-01
6007,2022-05-01,2022-02-01
2476,2022-09-01,2020-09-01
4932,2022-04-01,2021-02-01
1940,2022-01-01,2022-01-01
9074,2022-11-01,2020-04-01
7946,2020-03-01,2020-03-01
3235,2024-08-01,2024-08-01
9722,2021-04-01,2021-04-01
1227,2023-05-01,2021-05-01
1119,2021-03-01,2020-01-01
9754,2021-07-01,2021-07-01
9652,2024-10-01,2020-11-01
8350,2022-03-01,2021-05-01
9577,2024-06-01,2020-01-01
2230,2023-11-01,2020-08-01
9416,2020-04-01,2020-04-01
7925,2023-12-01,2023-12-01
7115,2022-07-01,2022-07-01
5092,2024-10-01,2024-10-01
5752,2023-06-01,2023-06-01
5337,2025-03-01,2025-03-01
7449,2022-05-01,2022-02-01
9446,2022-03-01,2022-03-01
8586,2022-02-01,2020-09-01
1942,2024-12-01,2020-10-01
8542,2020-03-01,2020-03-01
2755,2024-03-01,2021-11-01
4050,2020-11-01,2020-11-01
2660,2021-10-01,2021-10-01
2388,2025-03-01,2022-10-01
7729,2021-12-01,2021-12-01
1113,2020-01-01,2020-01-01
5098,2024-01-01,2021-03-01
7132,2020-01-01,2020-01-01
3984,2024-03-01,2021-09-01
2780,2021-12-01,2020-10-01
8198,2021-07-01,2020-10-01
8110,2024-02-01,2022-12-01
4251,2022-05-01,2022-02-01
1659,2024-11-01,2021-11-01
6426,2023-11-01,2022-08-01
4260,2020-12-01,2020-12-01
5354,2023-05-01,2022-06-01
9119,2025-04-01,2020-02-01
3087,2021-02-01,2020-06-01
9222,2022-10-01,2022-07-01
7370,2020-12-01,2020-12-01
1346,2024-12-01,2021-01-01
9192,2025-03-01,2020-12-01
4874,2025-01-01,2022-04-01
8039,2023-11-01,2021-05-01
1131,2021-04-01,2021-04-01
5623,2020-10-01,2020-10-01
5059,2020-02-01,2020-02-01
9376,2021-09-01,2021-09-01
2884,2020-07-01,2020-07-01
5052,2022-04-01,2022-04-01
4250,2023-06-01,2021-05-01
9230,2021-03-01,2021-01-01
3436,2021-07-01,2021-07-01
7574,2023-06-01,2022-05-01
3395,2021-11-01,2021-11-01
4270,2022-01-01,2020-03-01
7231,2024-02-01,2024-02-01
4791,2023-09-01,2020-09-01
8851,2020-03-01,2020-03-01
1846,2023-08-01,2023-08-01
6956,2020-07-01,2020-07-01
7849,2022-01-01,2022-01-01
